Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,21:05 19 May,24h 40m,1 stop,No info,14151
Air India,1/05/2019,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,6121
SpiceJet,24/05/2019,Chennai,Kolkata,MAA ? CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543
Air India,18/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19:15 19 May,23h 30m,2 stops,No info,10651
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,04:25 23 May,29h 20m,2 stops,No info,15129
IndiGo,24/06/2019,Delhi,Cochin,DEL ? MAA ? COK,07:15,12:30,5h 15m,1 stop,No info,6582
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,15544
IndiGo,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,18:35,01:35 28 Mar,7h,1 stop,No info,8574
IndiGo,9/03/2019,Mumbai,Hyderabad,BOM ? HYD,02:30,04:00,1h 30m,non-stop,No info,4784
IndiGo,3/06/2019,Delhi,Cochin,DEL ? HYD ? COK,05:05,12:10,7h 5m,1 stop,No info,6818
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,09:30 02 Mar,19h 25m,1 stop,No info,25735
Jet Airways,9/04/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,13:25,19:00 10 Apr,29h 35m,2 stops,No info,9483
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,12:35 25 Jun,17h 5m,2 stops,In-flight meal not included,10368
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,21:00,12h,1 stop,No info,8073
IndiGo,1/03/2019,Kolkata,Banglore,CCU ? BLR,22:10,00:55 02 Mar,2h 45m,non-stop,No info,4778
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,04:40 19 May,8h 40m,1 stop,No info,13941
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,10844
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,19:50,13h 20m,1 stop,In-flight meal not included,10844
SpiceJet,24/05/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,16:20,9h 50m,1 stop,In-flight meal not included,10844
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? MAA ? BOM ? COK,05:10,18:50,13h 40m,2 stops,In-flight meal not included,8728
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,14:25 02 May,18h,1 stop,No info,11467
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,15:30,6h 30m,1 stop,No info,15078
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:00,01:30 07 Jun,8h 30m,1 stop,No info,7198
Air India,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,21:00,07:40 25 Jun,10h 40m,1 stop,No info,8372
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,01:30 28 May,9h 30m,1 stop,In-flight meal not included,7308
SpiceJet,27/03/2019,Delhi,Cochin,DEL ? PNQ ? COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,4414
IndiGo,18/04/2019,Kolkata,Banglore,CCU ? BLR,14:25,16:55,2h 30m,non-stop,No info,5224
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,05:45,16:10,10h 25m,1 stop,In-flight meal not included,7832
IndiGo,09/03/2019,Banglore,New Delhi,BLR ? DEL,01:30,04:15,2h 45m,non-stop,No info,6860
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,01:35 07 Mar,12h 35m,1 stop,In-flight meal not included,15136
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,19:45 28 Mar,27h 45m,1 stop,In-flight meal not included,5963
Air India,27/03/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,21:30,19:15 28 Mar,21h 45m,2 stops,No info,8665
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,04:25 23 May,29h 20m,2 stops,No info,15129
SpiceJet,18/05/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,01:30 10 Jun,15h 30m,1 stop,No info,13377
Jet Airways,9/03/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:25,04:25 10 Mar,23h,2 stops,No info,16914
Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,10262
IndiGo,9/05/2019,Kolkata,Banglore,CCU ? MAA ? BLR,17:35,22:15,4h 40m,1 stop,No info,5386
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,04:40 16 May,7h 30m,1 stop,No info,14388
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,19:00,13h 30m,2 stops,No info,15129
IndiGo,15/05/2019,Delhi,Cochin,DEL ? HYD ? COK,11:55,22:30,10h 35m,1 stop,No info,6442
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,12:35 04 Jun,17h 5m,2 stops,In-flight meal not included,10368
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,18:50 22 Mar,27h 50m,1 stop,No info,12767
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,04:25 07 Jun,13h 25m,1 stop,In-flight meal not included,10262
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,13h,1 stop,No info,7408
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,21:00,11h,1 stop,No info,13587
Air India,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:50,07:55 16 May,15h 5m,1 stop,No info,8891
IndiGo,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,01:30 07 Jun,14h 55m,1 stop,No info,5883
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,12:35 28 Jun,23h 35m,1 stop,In-flight meal not included,10262
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,20:45 10 Jun,23h 35m,1 stop,In-flight meal not included,10844
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,19:50,13h 20m,1 stop,No info,14781
IndiGo,15/03/2019,Chennai,Kolkata,MAA ? CCU,14:40,17:05,2h 25m,non-stop,No info,6297
Air Asia,12/05/2019,Kolkata,Banglore,CCU ? BLR,22:50,01:20 13 May,2h 30m,non-stop,No info,4409
Air India,9/06/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,19:15,8h 20m,2 stops,No info,12383
SpiceJet,3/05/2019,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,non-stop,No info,2017
Air India,6/03/2019,Mumbai,Hyderabad,BOM ? DEL ? HYD,19:00,09:10 07 Mar,14h 10m,1 stop,No info,12308
SpiceJet,18/03/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,3384
Jet Airways,15/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:55,16:10,7h 15m,1 stop,In-flight meal not included,9134
IndiGo,18/05/2019,Delhi,Cochin,DEL ? MAA ? COK,02:00,07:25,5h 25m,1 stop,No info,7464
Multiple carriers,27/04/2019,Delhi,Cochin,DEL ? HYD ? COK,07:10,16:10,9h,1 stop,In-flight meal not included,6093
Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,04:00,18:50,14h 50m,1 stop,No info,15237
Jet Airways,1/05/2019,Mumbai,Hyderabad,BOM ? HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4995
Air India,24/05/2019,Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,6934
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,10:05 02 Apr,12h 55m,1 stop,No info,13784
Air Asia,15/06/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,4409
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:15,6h 15m,1 stop,No info,15898
Air India,21/05/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,19:15 22 May,26h,2 stops,No info,11989
SpiceJet,3/06/2019,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,non-stop,No info,2017
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,19:00,14h 5m,1 stop,No info,11098
IndiGo,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,01:30 22 May,8h,1 stop,No info,6794
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,09:20 02 May,12h 10m,1 stop,In-flight meal not included,10844
Multiple carriers,9/03/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,15:05,01:35 10 Mar,10h 30m,2 stops,No info,34608
Air India,15/05/2019,Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,6094
IndiGo,9/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:30,5h 15m,1 stop,No info,4565
Air India,27/05/2019,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,19:15 28 May,38h,3 stops,No info,10493
Air India,27/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19:15 28 Jun,23h 30m,2 stops,No info,9653
Air India,18/03/2019,Banglore,New Delhi,BLR ? BOM ? NAG ? DEL,06:45,10:35 16 Mar,27h 50m,2 stops,No info,12305
Air India,15/05/2019,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,6961
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,12:35,6h 35m,1 stop,No info,9794
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,01:30 28 May,8h,1 stop,No info,13377
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,12898
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,19:15,7h 50m,1 stop,No info,7155
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,01:30 25 Jun,10h 30m,1 stop,No info,13377
Vistara,3/05/2019,Banglore,Delhi,BLR ? DEL,11:30,14:20,2h 50m,non-stop,No info,4668
IndiGo,01/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,07:30,12:20,4h 50m,1 stop,No info,8110
Jet Airways,6/04/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,In-flight meal not included,4544
Air India,27/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,19:15 28 Jun,26h 35m,2 stops,No info,9653
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,18:15,9h 50m,1 stop,No info,14781
Vistara Premium economy,6/04/2019,Banglore,Delhi,BLR ? DEL,11:30,14:20,2h 50m,non-stop,No info,5969
SpiceJet,3/04/2019,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,non-stop,No info,2017
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,23:35,6h 35m,1 stop,No info,14151
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,04:40 10 Jun,12h 10m,1 stop,No info,13731
Jet Airways,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,18:50,9h 50m,1 stop,In-flight meal not included,15400
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,10:55 10 May,25h 20m,1 stop,In-flight meal not included,8066
Jet Airways,3/03/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:40,18:50 04 Mar,37h 10m,2 stops,No info,21314
Air India,01/03/2019,Banglore,New Delhi,BLR ? CCU ? DEL,11:05,22:45,11h 40m,1 stop,No info,14069
Jet Airways,15/03/2019,Mumbai,Hyderabad,BOM ? HYD,15:50,17:20,1h 30m,non-stop,In-flight meal not included,2470
IndiGo,24/04/2019,Kolkata,Banglore,CCU ? BLR,20:20,22:55,2h 35m,non-stop,No info,4804
Air India,15/03/2019,Banglore,New Delhi,BLR ? CCU ? DEL,05:50,12:55,7h 5m,1 stop,No info,9029
IndiGo,12/05/2019,Kolkata,Banglore,CCU ? BLR,04:40,07:15,2h 35m,non-stop,No info,4804
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,19:00 10 May,19h 55m,2 stops,No info,15129
IndiGo,24/03/2019,Mumbai,Hyderabad,BOM ? HYD,19:05,20:30,1h 25m,non-stop,No info,2754
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,08:15 02 Apr,11h 5m,1 stop,No info,13364
IndiGo,24/03/2019,Kolkata,Banglore,CCU ? MAA ? BLR,17:35,22:15,4h 40m,1 stop,No info,6933
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,12:35 19 May,13h 30m,2 stops,No info,15129
Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,19:00,7h 35m,1 stop,No info,11200
Jet Airways,15/05/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,3210
Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,No info,8040
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,04:25 13 Jun,13h 50m,2 stops,In-flight meal not included,10919
IndiGo,27/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,16:10,8h 35m,1 stop,No info,6442
IndiGo,1/04/2019,Delhi,Cochin,DEL ? COK,14:20,17:35,3h 15m,non-stop,No info,4729
IndiGo,6/03/2019,Delhi,Cochin,DEL ? HYD ? COK,11:55,22:20,10h 25m,1 stop,No info,6442
SpiceJet,12/06/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 13 Jun,2h 20m,non-stop,No check-in baggage included,3841
Air India,3/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19:15 04 Jun,23h 30m,2 stops,No info,10441
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,21:00,11h,1 stop,No info,13587
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,14:25 16 May,18h,1 stop,No info,11467
IndiGo,3/03/2019,Chennai,Kolkata,MAA ? CCU,13:20,15:35,2h 15m,non-stop,No info,7295
SpiceJet,1/05/2019,Chennai,Kolkata,MAA ? CCU,09:45,12:00,2h 15m,non-stop,No info,3597
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,19:15,12h 35m,1 stop,No info,7787
IndiGo,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,21:00,14h 20m,1 stop,No info,14871
IndiGo,15/06/2019,Chennai,Kolkata,MAA ? CCU,15:40,18:25,2h 45m,non-stop,No info,3540
IndiGo,1/06/2019,Delhi,Cochin,DEL ? HYD ? COK,06:50,22:30,15h 40m,1 stop,No info,6442
Air Asia,24/06/2019,Banglore,Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,3383
Air Asia,18/04/2019,Kolkata,Banglore,CCU ? BLR,22:50,01:20 19 Apr,2h 30m,non-stop,No info,4409
IndiGo,9/05/2019,Chennai,Kolkata,MAA ? CCU,07:55,10:15,2h 20m,non-stop,No info,3850
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? HYD ? COK,13:15,22:30,9h 15m,1 stop,No info,8018
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,15:05 02 Apr,18h 40m,1 stop,No info,11467
Vistara,6/06/2019,Banglore,Delhi,BLR ? DEL,11:30,14:20,2h 50m,non-stop,No info,4668
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,17:35,19:00 25 Jun,25h 25m,2 stops,No info,13922
Air India,6/05/2019,Mumbai,Hyderabad,BOM ? HYD,06:20,07:40,1h 20m,non-stop,No info,3625
Air Asia,18/05/2019,Kolkata,Banglore,CCU ? BLR,19:55,22:25,2h 30m,non-stop,No info,5989
IndiGo,21/04/2019,Banglore,Delhi,BLR ? DEL,04:00,06:50,2h 50m,non-stop,No info,4423
Jet Airways,18/06/2019,Delhi,Cochin,DEL ? COK,09:50,13:05,3h 15m,non-stop,No info,9564
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,18:15 13 Jun,25h 45m,1 stop,In-flight meal not included,8529
Air India,6/06/2019,Kolkata,Banglore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,4145
IndiGo,3/05/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:50,2h 35m,non-stop,No info,4804
IndiGo,1/06/2019,Delhi,Cochin,DEL ? HYD ? COK,14:20,22:30,8h 10m,1 stop,No info,6938
Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:00,07:40 07 Mar,23h 40m,1 stop,No info,14815
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:15,11h 45m,1 stop,No info,15077
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,19:00,9h 20m,2 stops,No info,13014
Air India,9/06/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,20:25,14h 35m,2 stops,No info,11201
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,18:00 07 Jun,21h 35m,1 stop,No info,12692
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? HYD ? COK,09:45,16:10,6h 25m,1 stop,No info,9646
Jet Airways,24/05/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,04:25 25 May,5h 35m,1 stop,No info,16079
Air India,15/05/2019,Kolkata,Banglore,CCU ? BBI ? HYD ? BLR,09:10,11:05 16 May,25h 55m,2 stops,No info,6117
Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:15,01:30 10 Jun,10h 15m,1 stop,No info,6795
Air India,1/06/2019,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,3100
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,12:35,10h 20m,1 stop,No info,15851
Vistara,6/06/2019,Chennai,Kolkata,MAA ? CCU,07:05,09:20,2h 15m,non-stop,No info,3687
IndiGo,12/04/2019,Banglore,Delhi,BLR ? DEL,16:55,19:55,3h,non-stop,No info,4990
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,19:00 10 May,23h 45m,1 stop,No info,15554
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,19:15,13h 15m,1 stop,No info,9526
IndiGo,18/05/2019,Delhi,Cochin,DEL ? COK,05:35,08:50,3h 15m,non-stop,No info,6015
Air India,1/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,21:50,9h 50m,2 stops,No info,10676
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,12:35 28 May,18h 20m,1 stop,In-flight meal not included,12898
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,04:25 29 May,29h 20m,2 stops,No info,15129
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:15,7h 45m,1 stop,No info,13378
SpiceJet,1/06/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:25,2h 25m,non-stop,No info,4174
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,19:00,7h 35m,1 stop,No info,9103
IndiGo,9/06/2019,Chennai,Kolkata,MAA ? CCU,07:55,10:15,2h 20m,non-stop,No info,3850
Vistara,9/06/2019,Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,non-stop,No info,6216
Vistara,1/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,23:25,6h 25m,1 stop,No info,8610
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,09:45 07 Jun,16h 45m,1 stop,In-flight meal not included,10539
IndiGo,9/03/2019,Delhi,Cochin,DEL ? HYD ? COK,11:55,22:20,10h 25m,1 stop,No info,6674
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,13h,1 stop,No info,7618
IndiGo,21/04/2019,Banglore,Delhi,BLR ? DEL,00:30,03:25,2h 55m,non-stop,No info,3943
Vistara,24/03/2019,Banglore,New Delhi,BLR ? DEL,16:00,18:35,2h 35m,non-stop,No info,11913
IndiGo,09/03/2019,Banglore,New Delhi,BLR ? DEL,18:55,21:45,2h 50m,non-stop,No info,6860
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:30,19:00,13h 30m,2 stops,No info,13292
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,15:30,13h 15m,1 stop,No info,17057
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,19:00,13h 30m,2 stops,No info,13014
Air India,3/03/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,07:05,19:15 04 Mar,36h 10m,2 stops,No info,11552
IndiGo,12/03/2019,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,6297
IndiGo,24/03/2019,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,4332
Air India,21/03/2019,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,5674
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,19:15,12h 10m,1 stop,In-flight meal not included,10711
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,18:00,8h 25m,1 stop,No info,11467
Air India,6/05/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,16:50,15:05 07 May,22h 15m,2 stops,No info,12434
Air India,24/06/2019,Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,non-stop,No info,5201
Vistara,18/05/2019,Banglore,Delhi,BLR ? DEL,17:00,19:35,2h 35m,non-stop,No info,4878
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 07 Jun,22h 55m,2 stops,No info,13014
SpiceJet,6/06/2019,Chennai,Kolkata,MAA ? CCU,08:20,10:35,2h 15m,non-stop,No info,3597
Air India,03/03/2019,Banglore,New Delhi,BLR ? BOM ? IDR ? DEL,08:50,11:10 07 Mar,26h 20m,2 stops,No info,12599
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,22:35 25 May,27h 40m,1 stop,In-flight meal not included,10844
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,12898
IndiGo,21/06/2019,Banglore,Delhi,BLR ? DEL,13:00,15:50,2h 50m,non-stop,No info,3943
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,01:30 13 Jun,12h 30m,1 stop,No info,7198
SpiceJet,18/05/2019,Kolkata,Banglore,CCU ? MAA ? BLR,15:05,20:20,5h 15m,1 stop,No info,4963
IndiGo,01/03/2019,Banglore,New Delhi,BLR ? DEL,16:55,19:45,2h 50m,non-stop,No info,12649
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,15:30,7h 30m,1 stop,No info,17267
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,19:00,11h 55m,1 stop,In-flight meal not included,12373
Jet Airways,03/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,00:45 07 Mar,13h 5m,1 stop,In-flight meal not included,13502
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,18:50,7h 20m,1 stop,No info,11622
SpiceJet,3/03/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 04 Mar,2h 20m,non-stop,No info,5515
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,14:25 16 May,18h,1 stop,In-flight meal not included,9314
Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,19:00,8h 40m,1 stop,No info,11789
IndiGo,6/04/2019,Banglore,Delhi,BLR ? DEL,20:00,22:50,2h 50m,non-stop,No info,4823
Air India,3/06/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:15,09:25 04 Jun,20h 10m,2 stops,No info,10467
Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,8h,1 stop,No info,7408
Air India,15/06/2019,Delhi,Cochin,DEL ? MAA ? COK,06:05,09:25 16 Jun,27h 20m,1 stop,No info,7480
SpiceJet,24/04/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 25 Apr,2h 20m,non-stop,No check-in baggage included,3841
SpiceJet,18/05/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543
Air India,24/06/2019,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,19:15 25 Jun,38h,3 stops,No info,10493
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,19:00,7h 35m,1 stop,No info,9103
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,19:50,5h 45m,1 stop,In-flight meal not included,10844
IndiGo,9/06/2019,Banglore,Delhi,BLR ? DEL,20:00,22:50,2h 50m,non-stop,No info,4823
Air Asia,24/03/2019,Banglore,New Delhi,BLR ? DEL,23:25,02:10 25 Mar,2h 45m,non-stop,No info,4482
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,10:05 13 Jun,27h 35m,1 stop,In-flight meal not included,8529
Air India,3/03/2019,Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,7931
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,09:20 19 May,14h 25m,1 stop,In-flight meal not included,9663
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,10368
Air India,18/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,21:50,9h 50m,2 stops,No info,10151
SpiceJet,27/05/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,01:30 02 Jun,6h 30m,1 stop,No info,7530
